605,Refrigerant High Pressure Switch
606,Engine Momentary Overspeed Enable
607,Progressive Shift Disable
608,J1587
609,Controller #2
610,Power Connect Device
611,System Diagnostic Code #1
612,System Diagnostic Code #2
613,System Diagnostic Code #3
614,System Diagnostic Code #4
615,System Diagnostic Code #5
616,Auxiliary Analog Input #1
617,Parking Brake On Actuator
618,Parking Brake Off Actuator
619,Parking Brake Actuator
620,5 Volts DC Supply
621,Antenna Electronics
622,J1922
623,Red Stop Lamp
624,Amber Warning Lamp
625,Proprietary Network #1
626,Engine Start Enable Device 1
627,Power Supply
628,Program Memory
629,Controller #1
630,Calibration Memory
631,Calibration Module
632,Engine Fuel Shutoff 1 Control
633,Engine Fuel Actuator 1 Control Command
634,Engine Throttle Bypass Valve
635,Engine Timing Actuator 1
636,Engine Position Sensor
637,Engine Timing Sensor
638,Engine Fuel Rack 1 Actuator
639,"J1939 Network #1, Primary Vehicle Network"
640,Engine External Protection Input
641,Engine Variable Geometry Turbocharger Actuator #1
642,Engine Turbocharger Variable Geometry Actuator #2
643,Engine External Fuel Command Input
644,Engine External Speed Command Input
645,Engine Tachometer Signal Output
646,Engine Turbocharger 1 Wastegate Drive
647,Engine Fan Clutch 1 Output Driver
648,Engine Exhaust Pressure Sensor
649,Engine Exhaust Bank 1 Regulator Control Command
650,Electronic Drive Unit Power Relay
651,Engine Fuel 1 Injector Cylinder 1
652,Engine Fuel 1 Injector Cylinder 2
653,Engine Fuel 1 Injector Cylinder 3
654,Engine Fuel 1 Injector Cylinder 4
655,Engine Fuel 1 Injector Cylinder 5
656,Engine Fuel 1 Injector Cylinder 6
657,Engine Fuel 1 Injector Cylinder 7
658,Engine Fuel 1 Injector Cylinder 8
659,Engine Fuel 1 Injector Cylinder 9
660,Engine Fuel 1 Injector Cylinder 10
661,Engine Fuel 1 Injector Cylinder 11
662,Engine Fuel 1 Injector Cylinder 12
663,Engine Fuel 1 Injector Cylinder 13
664,Engine Fuel 1 Injector Cylinder 14
665,Engine Fuel 1 Injector Cylinder 15
666,Engine Fuel 1 Injector Cylinder 16
667,Engine Fuel 1 Injector Cylinder 17
668,Engine Fuel 1 Injector Cylinder 18
669,Engine Fuel 1 Injector Cylinder 19
670,Engine Fuel 1 Injector Cylinder 20
671,Engine Fuel 1 Injector Cylinder 21
672,Engine Fuel 1 Injector Cylinder 22
673,Engine Fuel 1 Injector Cylinder 23
674,Engine Fuel 1 Injector Cylinder 24
675,Engine Glow Plug Lamp
676,Engine Glow Plug Relay
677,Engine Starter Motor Relay
678,ECU 8 Volts DC Supply
679,Engine Fuel Injection Control Pressure Regulator
680,Engine Valve Variable Swirl System
681,Transmission Gear Shift Inhibit Request
682,Transmission Torque Converter Lockup Disable Request
683,Disengage Driveline Request
684,Requested Percent Clutch Slip
685,Disengage Differential Lock Request - Front Axle 1
686,Disengage Differential Lock Request - Front Axle 2
687,Disengage Differential Lock Request - Rear Axle 1
688,Disengage Differential Lock Request - Rear Axle 2
689,Disengage Differential Lock Request - Central
690,Disengage Differential Lock Request - Central Front
691,Disengage Differential Lock Request - Central Rear
692,ABS Offroad Switch Request
693,ASR Offroad Switch Request
694,"ASR ""Hill Holder"" Switch Request"
695,Engine Override Control Mode
696,Engine Requested Speed Control Conditions
697,Auxiliary PWM Driver #1
698,Auxiliary PWM Driver #2
699,Auxiliary PWM Driver #3
700,Auxiliary PWM Driver #4
701,Auxiliary I/O #01
702,Auxiliary I/O #02
703,Auxiliary I/O #03
704,Auxiliary I/O #04
705,Auxiliary I/O #05
706,Auxiliary I/O #06
707,Auxiliary I/O #07
708,Auxiliary I/O #08
709,Auxiliary I/O #09
710,Auxiliary I/O #10
711,Auxiliary I/O #11
712,Auxiliary I/O #12
713,Auxiliary I/O #13
714,Auxiliary I/O #14
715,Auxiliary I/O #15
716,Auxiliary I/O #16
717,Autoshift High Gear Actuator
718,Autoshift Low Gear Actuator
719,Autoshift Neutral Actuator
720,Autoshift Common Low Side (Return)
721,Prestroke Sensor
722,Prestroke Actuator
723,Engine Speed 2
724,O2 Sensor
725,Engine Ignition Control Mode Signal
726,Engine Ignition Control Timing Signal
727,Engine Turbocharger Secondary Intake Pressure
728,Engine Oil Cooler Coolant Outlet Temperature
729,Engine Intake Air Heater Driver #1
730,Engine Intake Air Heater Driver #2
731,Engine Knock 1
732,Engine Gas Metering Valve
733,Engine Rack Position Sensor
734,Transmission Range Clutch C1 Solenoid
735,Transmission Range Clutch C2 Solenoid
736,Transmission Range Clutch C3 Solenoid
737,Transmission Range Clutch C4 Solenoid
738,Transmission Range Clutch C5 Solenoid
739,Transmission Range Clutch C6 Solenoid
740,Transmission Torque Converter Lockup Clutch Actuator
741,Transmission 1 Forward Solenoid Valve
742,Transmission Low Signal Solenoid Valve
743,Retarder Enable Solenoid Valve
744,Retarder Modulation Solenoid Valve
745,Retarder Response Solenoid Valve
746,Differential Lock Solenoid Valve #1
747,Engine/Transmission Match
748,Transmission Output Retarder
749,Transmission Neutral Start Output
750,Transmission Turbine Speed Sensor
751,Transmission Primary Shift Selector
752,Transmission Secondary Shift Selector
753,Transmission Special Function Inputs
754,Transmission Range C1 Clutch Pressure Indicator
755,Transmission Range C2 Clutch Pressure Indicator
756,Transmission Range C3 Clutch Pressure Indicator
757,Transmission Range C4 Clutch Pressure Indicator
758,Transmission Range C5 Clutch Pressure Indicator
759,Transmission Range C6 Clutch Pressure Indicator
760,Transmission Lockup Clutch Pressure Indicator
761,Transmission Forward Range Pressure Indicator
762,Transmission Neutral Range Pressure Indicator
763,Transmission Reverse Range Pressure Indicator
764,Retarder Response System Pressure Indicator
765,Differential Lock Clutch Pressure Indicator
766,Transmission Multiple Pressure Indicators
767,Transmission Reverse Direction Switch
768,Transmission Range High Actuator
769,Transmission Range Low Actuator
770,Transmission Splitter Direct Actuator
771,Transmission Splitter Indirect Actuator
772,Transmission Shift Finger Rail Actuator 1
773,Transmission Shift Finger Gear Actuator 1
774,Transmission Upshift Request Switch
775,Transmission Downshift Request Switch
776,Torque Converter Interrupt Actuator
777,Torque Converter Lockup Actuator
778,Transmission High Range Sense Switch
779,Transmission Low Range Sense Switch
780,Transmission Shift Finger Neutral Indicator
781,Transmission Shift Finger Engagement Indicator
782,Transmission Shift Finger Center Rail Indicator
783,Transmission Shift Finger Rail Actuator 2
784,Transmission Shift Finger Gear Actuator 2
785,Transmission Hydraulic System
786,Transmission Defuel Actuator
787,Transmission Inertia Brake Actuator
788,Transmission Clutch Actuator
789,Wheel Sensor ABS Axle 1 Left
790,Wheel Sensor ABS Axle 1 Right
791,Wheel Sensor ABS Axle 2 Left
792,Wheel Sensor ABS Axle 2 Right
793,Wheel Sensor ABS Axle 3 Left
794,Wheel Sensor ABS Axle 3 Right
795,Pressure Modulation Valve ABS Axle 1 Left
796,Pressure Modulation Valve ABS Axle 1 Right
797,Pressure Modulation Valve ABS Axle 2 Left
798,Pressure Modulation Valve ABS Axle 2 Right
799,Pressure Modulation Valve ABS Axle 3 Left
800,Pressure Modulation Valve ABS Axle 3 Right
801,Retarder Control Relay
802,Relay Diagonal 1
803,Relay Diagonal 2
804,Mode Switch ABS
805,Mode Switch ASR
806,Dif 1 - ASR Valve
807,Dif 2 - ASR Valve
808,Pneumatic Engine Control
809,Electronic Engine Control (Servomotor)
810,Speed Signal Input
811,Warning Light Bulb
812,ASR Light Bulb
813,Wheel Sensor ABS Axle 1 Average
814,Wheel Sensor ABS Axle 2 Average
815,Wheel Sensor ABS Axle 3 Average
816,"Pressure Modulator, Drive Axle Relay Valve"
817,"Pressure Transducer, Drive Axle Relay Valve"
818,Master Control Relay
819,Trailer Brake Slack Out Of Adjustment Forward Axle Left
820,Trailer Brake Slack Out Of Adjustment Forward Axle Right
821,Trailer Brake Slack Out Of Adjustment Rear Axle Left
822,Trailer Brake Slack Out Of Adjustment Rear Axle Right
823,Tractor Brake Slack Out Of Adjustment Axle 1 Left
824,Tractor Brake Slack Out Of Adjustment Axle 1 Right
825,Tractor Brake Slack Out Of Adjustment Axle 2 Left
826,Tractor Brake Slack Out Of Adjustment Axle 2 Right
827,Tractor Brake Slack Out Of Adjustment Axle 3 Left
828,Tractor Brake Slack Out Of Adjustment Axle 3 Right
829,Left Fuel Level Sensor
830,Right Fuel Level Sensor
831,Engine Fuel Feed Rate Sensor
832,Engine Fuel Return Rate Sensor
833,Fuel Rack Position Sensor
834,Fuel Rack Actuator
835,Oil Level Indicator Output
836,Tachometer Drive Output
837,Speedometer Drive Output
838,PWM Input (ABS/ASR)
839,Dead Reckoning Unit
840,Loran Receiver
841,Global Positioning System (GPS)
842,Integrated Navigation Unit
843,Operator Control Panel (OCP)
844,Pneumatic Control Unit (PCU)
845,PCU Steer Solenoid
846,PCU Drive Solenoid
847,"PCU Trailer, Tag, Or Push Solenoid"
848,PCU Supply Solenoid
849,PCU Control Solenoid
850,PCU Deflate Solenoid
851,Pneumatic - Steer Channel
852,Pneumatic - Drive Channel
853,"Pneumatic - Trailer, Tag Or Push Channel"
854,Heater Circuit #01
855,Heater Circuit #02
856,Heater Circuit #03
857,Heater Circuit #04
858,Heater Circuit #05
859,Heater Circuit #06
860,Heater Circuit #07
861,Heater Circuit #08
862,Heater Circuit #09
863,Heater Circuit #10
864,Heater Circuit #11
865,Heater Circuit #12
866,Heater Circuit #13
867,Heater Circuit #14
868,Heater Circuit #15
869,Heater Circuit #16
870,Heater Regeneration System
871,Refrigerant Charge
872,Refrigerant Moisture Level
873,Non-Condensable Gas In Refrigerant
874,Refrigerant Flow Control Solenoid
875,Refrigerant Low Pressure Switch
876,Compressor Clutch Circuit
877,Evaporator Thermostat Circuit
878,"Clearance, Side Marker, Identification Lamp Circuit (Black)"
879,Left Turn Lamp Circuit (Yellow)
880,Stop Lamp Circuit (Red)
881,Right Turn Lamp Circuit (Green)
882,Tail Lamp/License Plate Lamp Circuit (Brown)
883,Auxiliary Lamp Circuit (Blue)
884,Tractor Mounted Rear Axle Slider Control Unit
885,Trailer Mounted Rear Axle Slider Control Unit
886,Headway Controller Forward Antenna
887,Headway Controller Brake Input Monitor
888,Headway Controller Speaker Monitor
889,Headway Controller Steering Sensor Monitor
890,Headway Controller Speedometer Monitor
891,Headway Controller Right Turn Signal Monitor
892,Headway Controller Left Turn Signal Monitor
893,Headway Controller Control Display Unit
894,Headway Controller Right Side Sensor
895,Headway Controller Left Side Sensor
896,Headway Controller Rear Sensor
897,Override Control Mode Priority
898,Engine Requested Speed/Speed Limit
899,Engine Torque Mode
900,Retarder Torque Mode
901,Retarder Type
902,Retarder Location
903,Transmission Forward Direction Switch
904,Front Axle Speed
905,"Relative Speed; Front Axle, Left Wheel"
906,"Relative Speed; Front Axle, Right Wheel"
907,"Relative Speed; Rear Axle #1, Left Wheel"
908,"Relative Speed; Rear Axle #1, Right Wheel"
909,"Relative Speed; Rear Axle #2, Left Wheel"
910,"Relative Speed; Rear Axle #2, Right Wheel"
911,Service Component Identification
912,Service Component Identification
913,Service Component Identification
914,Service Distance
915,Service Delay/Calendar Time Based
916,Service Delay/Operational Time Based
917,Total Vehicle Distance
918,Trip Distance
919,Ambient Light Sensor
920,Audible Alarm
921,Green Lamp
922,Ride Height Relay
923,PWM Output
924,Auxiliary Output #1
925,Auxiliary Output #2
926,Auxiliary Output #3
927,Location
928,Axle Location
929,Tire Location
930,Drive Axle Location
931,Engine Fuel Supply Pump Actuator
932,Brake System Hold Modulator Valve Solenoid Axle 1 Left
933,Brake System Hold Modulator Valve Solenoid Axle 1 Right
934,Brake System Hold Modulator Valve Solenoid Axle 2 Left
935,Brake System Hold Modulator Valve Solenoid Axle 2 Right
936,Brake System Hold Modulator Valve Solenoid Axle 3 Left
937,Brake System Hold Modulator Valve Solenoid Axle 3 Right
938,Brake System Dump Modulator Valve Solenoid Axle 1 Left
939,Brake System Dump Modulator Valve Solenoid Axle 1 Right
940,Brake System Dump Modulator Valve Solenoid Axle 2 Left
941,Brake System Dump Modulator Valve Solenoid Axle 2 Right
942,Brake System Dump Modulator Valve Solenoid Axle 3 Left
943,Brake System Dump Modulator Valve Solenoid Axle 3 Right
944,Driver Air Bag Ignitor Loop
945,Passenger Air Bag Ignitor Loop
946,Left Belt Tensioner Ignitor Loop
947,Right Belt Tensioner Ignitor Loop
948,Safety Restraint System Lamp
949,Automotive Seat Occupancy Sensor - passenger side
950,Side Collision Detector - Left
951,Side Bag Ignitor Loop 1 - Left
952,Side Bag Ignitor Loop 2 - Left
953,Side Collision Detector - Right
954,Side Bag Ignitor Loop 1 - Right
955,Side Bag Ignitor Loop 2 - Right
956,Rollover Sensor
957,Number of Forward Gear Ratios
958,Number of Reverse Gear Ratios
959,Seconds
960,Minutes
961,Hours
962,Day
963,Month
964,Year
965,Number of Software Identification Fields
966,Engine Diagnostic Test Mode Switch
967,Engine Idle Decrement Switch
968,Engine Idle Increment Switch
969,Remote Accelerator Enable Switch
970,Engine Auxiliary Shutdown Switch
971,Engine Derate Switch
972,Accelerator Interlock Switch
973,Engine Retarder Selection
974,Remote Accelerator Pedal Position
975,Engine Fan 1 Estimated Percent Speed
976,PTO Governor State
977,Fan Drive State
978,Engine Remote PTO Governor Variable Speed Control Switch
979,Engine Remote PTO Governor Preprogrammed Speed Control Switch
980,Engine PTO Governor Enable Switch
981,Engine PTO Governor Accelerate Switch
982,Engine PTO Governor Resume Switch
983,Engine PTO Governor Coast/Decelerate Switch
984,Engine PTO Governor Set Switch
985,A/C High Pressure Fan Switch
986,Engine Fan 1 Requested Percent Speed
987,Protect Lamp
988,Trip Group 1
989,Trip Group 2 - Proprietary
990,Total Compression Brake Distance
991,Trip Compression Brake Distance
992,Trip Service Brake Distance
993,Trip Service Brake Applications
994,Trip Fan On Time
995,Trip Fan On Time Due to the Engine System
996,Trip Fan On Time Due to a Manual Switch
997,Trip Fan On Time Due to the A/C System
998,Trip Distance on VSL
999,Trip Gear Down Distance
1000,Trip Distance in Top Gear
1001,Trip Drive Fuel Used
1002,Trip PTO Governor Moving Fuel Used
1003,Trip PTO Governor Non-moving Fuel Used
1004,Trip Vehicle Idle Fuel Used
1005,Trip Cruise Fuel Used
1006,Trip Drive Fuel Economy
1007,Trip Drive Fuel Used (Gaseous)
1008,Trip PTO Governor Moving Fuel Used (Gaseous)
1009,Trip PTO Governor Non-moving Fuel Used (Gaseous)
1010,Trip Vehicle Idle Fuel Used (Gaseous)
1011,Trip Cruise Fuel Used (Gaseous)
1012,Trip Drive Fuel Economy (Gaseous)
1013,Trip Maximum Engine Speed
1014,Trip Average Engine Speed
1015,Trip Drive Average Load Factor
1016,Total Drive Average Load Factor
1017,Total Engine Cruise Time
1018,Trip Maximum Vehicle Speed
1019,Trip Cruise Distance
1020,Trip Number of Hot Shutdowns
1021,Trip Number of Idle Shutdowns
1022,Trip Number of Idle Shutdown Overrides
1023,Trip Sudden Decelerations
1024,Trip Time in VSL
1025,Trip Time in Top Gear
1026,Trip Time in Gear Down
1027,Trip Time in Derate by Engine
1028,Total Engine PTO Governor Fuel Used
1029,Trip Average Fuel Rate
1030,Total Engine PTO Governor Fuel Used (Gaseous)
1031,Trip Average Fuel Rate (Gaseous)
1032,Total ECU Distance
1033,Total ECU Run Time
1034,Trip Cruise Time
1035,Trip PTO Governor Time
1036,Trip Engine Running Time
1037,Trip Idle Time
1038,Trip Air Compressor On Time
1039,Trip Fuel (Gaseous)
1040,Total Fuel Used (Gaseous)
1041,Start Signal Indicator
1042,Electronic Tractor/Trailer Interface (ISO 11992)
1043,Internal Sensor Voltage Supply
1044,Hydraulic Pump Motor
1045,Brake Light Switch 1
1046,Brake Light Switch 2
1047,Electronic Pressure Control Axle 1
1048,Pneumatic Back-up Pressure Control Axle 1
1049,Brake Pressure Sensing Axle 1
1050,Electronic Pressure Control Axle 2
1051,Pneumatic Back-up Pressure Control Axle 2
1052,Brake Pressure Sensing Axle 2
1053,Electronic Pressure Control Axle 3
1054,Pneumatic Back-up Pressure Control Axle 3
1055,Brake Pressure Sensing Axle 3
1056,"Electronic Pressure Control, Trailer Control"
1057,"Pneumatic Back-up Pressure Control, Trailer Control"
1058,"Brake Pressure Sensing, Trailer Control"
1059,Axle Load Sensor
1060,Lining Wear Sensor Axle 1 Left
1061,Lining Wear Sensor Axle 1 Right
1062,Lining Wear Sensor Axle 2 Left
1063,Lining Wear Sensor Axle 2 Right
1064,Lining Wear Sensor Axle 3 Left
1065,Lining Wear Sensor Axle 3 Right
1066,Brake Signal Transmitter
1067,Brake Signal Sensor 1
1068,Brake Signal Sensor 2
1069,Tire Dimension Supervision
1070,Vehicle Deceleration Control
1071,Engine Cooling Fan Drive Output
1072,Engine Compression Brake Output #1
1073,Engine Compression Brake Output #2
1074,Engine Exhaust Brake Output
1075,Engine Electric Lift Pump
1076,Engine Fuel Injection Pump 1 Fuel Control Valve
1077,Engine Fuel Injection Pump Controller
1078,Engine Fuel Injection Pump 1 Speed/Position Sensor
1079,Sensor Supply Voltage 1 (+5V DC)
1080,Sensor Supply Voltage 2 (+5V DC)
1081,Engine Wait to Start Lamp
1082,Engine Coolant Load Increase
1083,Auxiliary I/O Channel #1
1084,Auxiliary I/O Channel #2
1085,Intended Retarder Percent Torque
1086,Parking and/or Trailer Air Pressure
1087,Service Brake Circuit 1 Air Pressure
1088,Service Brake Circuit 2 Air Pressure
1089,Auxiliary Equipment Supply Pressure
1090,Air Suspension Supply Pressure
1091,"Brake Application Pressure High Range, Front Axle, Left Wheel"
1092,"Brake Application Pressure High Range, Front Axle, Right Wheel"
1093,"Brake Application Pressure High Range, Rear Axle #1, Left Wheel"
1094,"Brake Application Pressure High Range, Rear Axle #1, Right Wheel"
1095,"Brake Application Pressure High Range, Rear Axle #2, Left Wheel"
1096,"Brake Application Pressure High Range, Rear Axle #2, Right Wheel"
1097,"Brake Application Pressure High Range, Rear Axle #3, Left Wheel"
1098,"Brake Application Pressure High Range, Rear Axle #3, Right Wheel"
1099,"Brake Lining Remaining, Front Axle, Left Wheel"
1100,"Brake Lining Remaining, Front Axle, Right Wheel"
1101,"Brake Lining Remaining, Rear Axle #1, Left Wheel"
1102,"Brake Lining Remaining, Rear Axle #1, Right Wheel"
1103,"Brake Lining Remaining, Rear Axle #2, Left Wheel"
1104,"Brake Lining Remaining, Rear Axle #2, Right Wheel"
1105,"Brake Lining Remaining, Rear Axle #3, Left Wheel"
1106,"Brake Lining Remaining, Rear Axle #3, Right Wheel"
1107,Engine Protection System Timer State
1108,Engine Protection System Timer Override
1109,Engine Protection System Approaching Shutdown
1110,Engine Protection System has Shutdown Engine
1111,Engine Protection System Configuration
1112,Engine Compression Brake Output #3
1113,Recommended Gear
1114,Lowest Possible Gear
1115,Highest Possible Gear
1116,Gaseous Fuel Correction Factor
